abstract,authors,en_abstract,en_keywords,en_title,keywords,pdf_url,title,url
高光谱热红外数据中蕴含着丰富的长波光谱信息，可以更精细的揭示地气耦合过程导致的辐射变化，反映热红外谱段特有的地物诊断特征，同时高光谱特性也可以为热红外关键特征参数的病态反演问题提供更合理的假设和约束条件，具有重要的研究价值和应用前景。高光谱热红外遥感技术自诞生起，在吸纳多光谱热红外遥感技术的基础上迅速发展，成为热红外遥感领域的重要研究方向和突破点。然而，当前高光谱热红外遥感存在着可用数据不足，处理方法传统，反演精度有限，应用难以有效实施等问题。为进一步明晰高光谱热红外遥感的研究进展和现存挑战，本文在高光谱热红外相关文献深入分析的基础上，梳理了高光谱热红外研究的发展脉络和热点，介绍了现有国内外主要的高光谱热红外传感器，分析了高光谱大气效应校正、地表温度和发射率分离以及地气关键特征参数一体化反演的现状和问题，总结了相关典型行业应用，展望了高光谱热红外的发展方向，以期为未来高光谱热红外研究工作的开展提供借鉴和帮助。,,,Key Words:hyperspectral thermal infrared remote sensing retrieval land surface temperature emissivity atmospheric profile,Hyperspectral thermal infrared remote sensing： Current status and perspectives,关键词:高光谱 热红外 遥感反演 地表温度 发射率 大气廓线,,高光谱热红外遥感：现状与展望,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=202108003&flag=1
地表温度与发射率是地表—大气系统长波辐射和潜热通量交换的直接驱动力，是描述区域和全球尺度上地表能量平衡与水平衡的重要参数，其时空变化信息在气象预测、气候变化、水循环、地质勘探、农林监测和城市热环境等诸多领域具有广泛的应用。热红外遥感作为当前获取区域或全球尺度上地表温度和发射率的最有效手段之一，相较于传统的地面点位测量方法，具有空间覆盖范围大和重复观测等优势。对热红外遥感定量反演的地表温度与发射率产品进行地表真实性验证，有利于发现遥感数据自身或其反演算法的缺陷，确定产品的精度与不确定度，便于遥感产品的应用与推广。本文首先回顾了地表温度和发射率的定义，阐述了热红外遥感可反演、地面可测量的地表温度和发射率的科学内涵，并对利用热红外遥感数据反演地表温度和发射率的理论和方法作了概述；对地表温度和发射率地面验证的框架体系、验证指标进行总结，建立了基于精度、精确度、不确定度、完整性和稳定性的验证评价指标体系；总结了地表温度和地表发射率的地面验证方法、地面测量方法、辅助数据的获取方法、地表温度地面测量的采样方法，以及在验证异质非同温地表时从点到像元尺度的地表温度尺度转换方法等，分析了地面验证过程的主要误差来源；归纳了目前地表温度和地表发射率主要验证站点、观测网络及其空间分布特征；最后，本文讨论了地表温度与发射率地面验证存在的若干问题，并对地表温度与发射率验证工作的发展前景和趋势进行了相关展望。,,,Key Words:thermal infrared remote sensing land surface temperature emissivity ground validation verification,Ground validation of land surface temperature and surface emissivity from thermal infrared remote sensing data,关键词:热红外遥感 地表温度 发射率 地面验证 真实性检验,,热红外遥感地表温度与发射率地面验证进展,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=202108002&flag=1
蒸散发是水圈、大气圈和生物圈中水分循环和能量交换的纽带。在全球尺度上，蒸散发约占陆地降水总量的60%；作为其能量表达形式，潜热通量约占地表净辐射的80%。随着通量观测技术的发展，全球长期持续的观测数据得以获取和共享，近年来基于数据驱动的蒸散发遥感反演方法取得了较好的研究进展。本文针对数据驱动的蒸散发遥感反演方法和产品，从经验回归、机器学习和数据融合3个方面展开，对现有的研究进展进行了梳理、归纳和总结，并从驱动数据、反演方法、已有产品等方面指出目前仍存在的问题和不足。未来仍需开展数据驱动的高时空分辨率的蒸散发遥感反演方法的研究，有效考虑地表温度和土壤水分等可以指示地表蒸散发短期变化的重要信息，同时加强基于过程驱动的物理模型与数据驱动的模型的结合，使两类模型能互为补充、各自发挥所长，共同推动蒸散发遥感反演研究水平的进步。,,,Key Words:land surface evapotranspiration data-driven land surface temperature empirical method machine learning data fusion remote sensing products,Progress of data-driven remotely sensed retrieval methods and products on land surface evapotranspiration,关键词:蒸散发 数据驱动 地表温度 经验方法 机器学习 数据融合 遥感产品,,数据驱动的蒸散发遥感反演方法及产品研究进展,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=202108001&flag=1
为了综合分析受随机介质遮蔽目标雷达成像方法效能，本文系统比较了随机介质参数（散射厚度与吸收厚度）、天线布局方式（稀疏阵列的天线阵元间距及空间分布）对合成孔径雷达SAR、时间反转TR以及时间反转—多重信号分类TR-MUSIC这3种典型方法成像效能的影响。结果表明TR-MUSIC表现最优，SAR次之，TR较弱。随着光学厚度或单次散射反照率的增大，3种成像方法效能均发生退化，但TR-MUSIC总体而言相对受影响最弱。散射厚度是造成成像效能退化的主要原因，而吸收厚度的影响较为微弱。根据稀疏阵列下成像方法效能比较结果，利用TR-MUSIC可以抑制栅瓣特性的优势，使用特殊布局的天线可以同时降低雷达系统复杂度和减弱杂波信号，进而改善成像结果。本研究可为提高受随机介质遮蔽目标的雷达成像质量提供理论支撑。,,,Key Words:radar imaging random medium comparative analysis Synthetic Aperture Radar (SAR) time reversal imaging,Comparison of performance of radar imaging under condition of obscured by random media,关键词:雷达成像 随机介质 比较分析 合成孔径雷达 时间反转成像,,随机介质遮蔽条件下的雷达成像方法效能比较,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=202107012&flag=1
高光谱数据具有丰富的光谱特征，但是其空间分辨率相对较低。一些遥感数据具有与高光谱数据互补的优势，例如提供更精细的空间信息的高空间分辨率数据和具有高度信息的激光雷达LiDAR（Light Detection and Ranging ）数据。通过将高光谱数据与多源遥感数据进行融合，可以弥补高光谱数据空间分辨率相对较低，空间特征不够丰富的缺点。近年来，基于深度学习的方法已经在遥感数据分类研究中取得了一定的进展。然而，由于深度网络的特征提取过程是一个自主的过程，往往无法精确的获取最有利于遥感数据分类的特征；同时，深度学习方法具有复杂的网络结构和大量的参数，往往会在分类训练过程中造成参数拟合困难。以上这些因素会导致分类效果不佳。针对这些问题，本文提出了一种将卷积神经网络CNN（Convolutional Neural Network）和纹理特征相结合的多源遥感数据特征级融合分类框架。该方法共3个步骤，首先，对高光谱数据或多源遥感数据提取纹理特征；然后，构造CNN，分别将原始高光谱遥感数据、原始多源遥感数据和第一步中获得的纹理特征作为深度网络的输入进行深度特征提取；最后，将分别提取到的深度特征拼接，并利用Softmax分类器进行分类。为了验证本文提出方法的分类效果，本文在休斯顿和塞特福德矿地区公开数据集上进行实验，并将该分类框架与支持向量机分类方法、像素级融合分类方法和特征级融合分类方法进行对比。由此可以分析得出，本文提出的基于深度学习的融合分类方法可以获得较高的分类精度。,,,Key Words:Convolutional Neural Network (CNN) hyperspectral image Light Detection and Ranging (LiDAR) high spatial resolution remote sensing data data fusion Gray Level Co-occurrence Matrix (GLCM) classification,Deep fusion of hyperspectral images and multi-source remote sensing data for classification with convolutional neural network,关键词:卷积神经网络 高光谱数据 高分辨率数据 激光雷达数据 图像融合 传统特征 分类,,结合深度学习的高光谱与多源遥感数据融合分类,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=202107011&flag=1
西沙群岛是南海群岛中岛屿最多、面积最大的群岛，自然环境独特、植物区系特殊、岛上植被一直都是植物学家及地理学家重点关注的问题。本文基于光谱分类，于决策层融合支持向量机与光谱信息散度两类分类器进行西沙群岛典型岛屿植被类型识别，形成典型植被分布图。建立西沙群岛典型植被光谱库，分析西沙群岛典型植被实测光谱与其一阶导数的特性，并基于典型岛屿不同时期的植被分布图进行变化分析。结果表明：（1）采用光谱分类的生产精度及用户精度在西沙群岛主要岛屿的平均值为83.49%、85.54%，Kappa系数为0.8728。（2）2002年—2018年，各典型岛屿主要受到人类活动影响，整体上植被种类及植被面积增加，草海桐形成单优植被群落。（3）经相关性分析，各典型岛屿植被种类数量与本岛面积基本成正相关关系，且面积越大，植被种类随时间增加速度越快；相邻岛屿之间的距离与两岛植被相似性呈正相关，两岛距离越近，植被种类相似性越高。,,,Key Words:Paracel Islands spectral classification vegetation identification and change Scaevola taccada number of vegetation types,Mapping and dynamic changes of refined vegetation distribution in Xisha Islands,关键词:西沙群岛 光谱分类 植被识别与变化 草海桐 植被种类数量,,西沙群岛精细植被分布的遥感制图及动态变化,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=202107010&flag=1
尾矿库是矿山企业选矿的必要设施，同时对周围环境也是一个重大的危险源。为研究流域范围内尾矿库的溃坝路径以及对矿区地表造成的风险，以赤城县为例，利用GF-1高分辨率遥感影像，基于遥感RS（Remote Sensing）及地理信息系统GIS（Geographic Information System）手段对尾矿库的流域风险进行了监测分析。首先，通过分析尾矿库在遥感影像上的纹理、色调、形状以及大小等特征，制作了用于目标检测的尾矿库样本集，然后，在原始SSD目标检测网络基础上添加了反卷积模块和连接模块构建多尺度融合目标检测算法MSF_SSD，在目标检测结果基础上使用PSPnet算法实现尾矿库结构分割，得到了尾矿库内部结构—坝体以及库区，运用RS与GIS技术对尾矿库的上游汇水面以及事故可能径流进行提取，进而基于Arc Hydro模型模拟尾矿库的溃坝路径。最后，通过构建溃坝路径的缓冲区，得到尾矿库发生溃坝所造成的地物影响范围及面积。研究结果表明：赤城县尾矿库的溃坝路径总体是从西向东，从北向南，受溃坝影响的地物总面积达到480 km2。其中，林地176.52 km2，耕地175.52 km2，城市建设用地43.74 km2，农村建设用地2.47 km2，水体17.72 km2，草地和牧场分别为3.60 km2、1.22 km2。研究成果可用于分析尾矿库溃坝造成的地物损失以及影响范围面积等信息，提升尾矿库的风险管理水平及应急响应能力，为有关部门制定决策提供理论依据。,,,Key Words:tailings reservoir SSD multi-scale fusion PSPnet deep network Arc Hydro model risk analysis,Deep learning semantic segmentation supported risk monitoring of tailings reservoir basin,关键词:尾矿库 SSD多尺度融合 PSPnet深度网络 Arc Hydro模型 风险分析,,深度语义分割支撑下的尾矿库风险检测,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=202107009&flag=1
青藏高原是卫星反演云参数的热点和难点区域。选取1982年—2015年0.1°空间分辨率的Patmos-x、0.25°空间分辨率的CLARA-A2的NOAA/AVHRR下午星数据和2003年—2015年0.05°空间分辨率的Aqua/MODIS C6等3种云量数据，针对青藏高原区域，从数据的反演算法和数据的空间属性出发，进行比对分析。Patmos-x和CLARA-A2具有相同的数据源和相近的云检测算法。与地面观测云量相比，Patmos-x云量与地面观测云量间的相关性大于0.8，MODIS次之，CLARA-A2云量与地面观测云量的相关性很弱。3种数据均表现出高原东部云量多于西部云量，北部云量多于南部的云量空间分布特征和白天云量大于夜间云量的时间分布特征。量值上CLARA-A2云量大于Patmos-x。2003年—2015 年夜间Aqua/MODIS 年均云量比CLARA-A2高8.82%。34年间Patmos-x和CLARA-A2年均云量以减少为主，夜间云量的变化趋势比白天云量变化趋势明显，CLARA-A2云量的变化趋势较Patmos-x明显。2000年是高原区域云量由偏多到偏少变化的拐点。1、4、10月多年云量以减少为主要变化趋势，7月云量以弱增多为主要变化特征。,,,Key Words:cloud fraction satellite climate data records Tibetan Plateau Patmos-x CLARA-A2 MODIS,Performance of cloud fraction of three satellite cloud climate date records over the Tibetan Plateau,关键词:云量 卫星 气候数据 青藏高原 Patmos-x CLARA-A2 MODIS,,三种卫星云量数据在青藏高原地区的比对分析,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=202107008&flag=1
利用阈值法进行遥感地物提取效率高、准确率高，但是在阈值的选取方面，传统的手动选取阈值，自动化低，需反复试操作，且易受主观因素影响。文中通过期望最大算法对局部冰川区域归一化雪覆盖指数建立高斯混合模型，去除区域内的混合像元类，再利用高斯混合模型模拟纯净化后的冰川类、非冰川类的NDSI分布情况，根据改进后的高斯混合模型分布情况，自动计算出区域内的冰川提取阈值。本文对不同海拔的3个区域进行算法实验，然后将新疆哈密的哈尔里克山冰川提取边界与冰川编目数据进行对比验证。研究结果表明，该方法自动计算的冰川提取阈值结果可靠、精度高，在差异较大区域仍较稳定，有一定的应用价值。,,,Key Words:remote sensing image Gaussian Mixture Model NDSI extracting glacier information,Extracting glacier information from remote sensing imageries by automatic threshold method of Gaussian mixture model,关键词:遥感影像 高斯混合模型 归一化雪覆盖指数 冰川提取,,高斯混合模型自动阈值法遥感冰川信息提取,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=202107007&flag=1
条件随机场模型由于其较强的上下文信息建模能力，被广泛应用于建筑物提取任务中。然而，面对高分辨率遥感影像丰富的地物信息，基于条件随机场的提取方法存在建筑物边界模糊的问题。本文提出了一种全局局部细节感知条件随机场框架，该框架提出全局局部一体化D-LinkNet，在有效利用多尺度建筑物信息的同时保留局部结构信息，解决了传统条件随机场一元势能丢失边界信息的问题。同时，该框架融合分割先验以缓解建筑物类内光谱差异较大的影响，利用更大尺度的上下文信息来精确提取建筑物，并引入局部类别标记代价从而保持细节信息以获取清晰的建筑物边界。实验结果表明，该框架在WHU卫星和航空数据集上的精度评价指标均优于其他对比方法，其IoU分别达89.82%和91.72%，对于复杂场景下的建筑物信息能够获得较好的提取效果。,,,Key Words:high spatial resolution remote sensing image building extraction conditional random fields GLD-Linknet the class label cost,Global-Local-Aware conditional random fields based building extraction for high spatial resolution remote sensing images,关键词:高分辨率遥感影像 建筑物提取 条件随机场 全局局部一体化D-LinkNet 类别标记代价,,全局局部细节感知条件随机场的高分辨率遥感影像建筑物提取,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=202107006&flag=1
高光谱图像噪声评估既是评价图像质量的重要内容，也是衡量传感器性能的重要指标。一般噪声评估方法通过对图像规则分割或利用某种距离准则对图像进行连续性分割，计算图像子块的局部标准差或多元线性回归的残差来实现对图像噪声的估计。但这些方法获取的图像子块并不是完全均匀的，图像子块中仍然会存在地物边界，导致图像噪声评估的结果不准确。为了有效提取图像中的均匀子块，本文提出了一种优化的空间光谱维去相关（OSSDC）方法，基于光谱角距离和欧氏距离双重判定，从光谱曲线的形状和数值上寻找相似像元，获取图像中的均匀子块，然后利用多元线性回归计算残差实现对图像噪声的估算。利用模拟图像和实际航空飞行实验获取的高光谱图像对优化算法进行检验，同时与几种常用噪声评估方法进行对比分析，结果表明优化后的算法计算结果更准确，稳定性和适用性优于其他方法。,,,Key Words:hyperspectral image noise estimation spatial and spectral de-correlation image quality assessment sensor performance evaluation,Optimized spatial and spectral decorrelation method for noise estimation in hyperspectral images,关键词:高光谱影像 噪声评估 空间光谱维 去相关法 图像质量评估 传感器性能评价,,高光谱图像空间光谱维去相关噪声评估,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=202107005&flag=1
本文针对高精度立体测绘卫星设计和实现中的关键技术难点，在充分分析国内外测绘卫星的发展历程和技术特点的基础上，结合测绘卫星的设计关键——高图像定位精度技术实现，对高分辨率立体测绘卫星的设计约束条件、测绘体制选取、卫星载荷和平台关键产品的设计重点难点等进行了分析研究。分析指出了三线阵测绘体制、两线阵测绘体制和单线阵测绘体制的技术特点、实现约束和在测绘卫星不同发展阶段的工程实现优势；明确了基于目前工程技术水平，两线阵测绘体制在大范围、高分辨率、高精度测绘卫星中应用的特有优势。提出了测绘卫星高定位精度关键技术的设计要素和解决途径。结合国内首颗亚米级高精度立体测绘卫星——高分七号（GF-7）卫星的设计状态，说明卫星在保证测绘任务要求方面所提出的多项技术创新，并给出卫星用户对卫星在国土测绘及其他扩展应用中的测试结果。在轨数据表明，依照本论文提出的高分辨率立体测绘卫星系统设计方法，高分七号卫星在轨性能全面满足且部分优于设计指标，达到了世界的领先水平。论文的研究成果为后续更大比例尺的立体测绘卫星设计提供了有力参考。,,,Key Words:stereo mapping satellite high resolution key technology image positioning accuracy two line array camera three line array camera GF-7 satellite performance in orbit,The study of high resolution stereo mapping satellite,关键词:立体测绘卫星 高分辨率 关键技术 图像定位精度 两线阵相机 三线阵相机 高分七号卫星 在轨性能,,高分辨率立体测绘卫星技术研究,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=202107004&flag=1
中国首个自主火星探测任务“天问一号”探测器于2020-07成功发射，其搭载的中国首台火星车“祝融号”将在着陆火星后开展巡视探测，获取中国火星探测的原始科学数据。识别火星表面岩矿类型对于了解火星的大气变化、环境状态、地质演化以及生物宜居性等具有重要意义。本研究利用“祝融号”火星车搭载的多光谱相机载荷鉴定件（8个波段）在地球环境下拍摄并获取了18种火星表面岩矿的多光谱影像数据。基于该数据所开展的火星岩矿类型的识别研究可为未来基于“祝融号”多光谱相机数据进行火星表面岩矿的原位识别提供指导。本文所采用的基于多光谱影像波段运算和彩色图像HSV颜色特征直方图的岩矿识别方法，可从多光谱特征和颜色特征两个层面来识别不同类型的岩矿。所使用的多光谱影像数据是在太阳高度角约60°、拍摄高度1.8 m、拍摄角度约37°的条件下采集所得。在该实验条件下，两种识别方法共提取出12种岩矿的识别指标。基于多光谱影像波段运算可以区分出在8个特定波段下具有突出光谱特征的岩矿类型，而基于图像HSV颜色特征可区分出颜色特征分布较为集中的岩矿类型。同时，研究发现拍摄角度不同会对岩矿的识别效果产生不可忽略的影响。,,,Key Words:Tianwen-1 Zhurong multispectral image band operation color feature mineral and rock identification,Verification study for the mineral and rock identification using multispectral camera of the “Zhurong” Mars Rover on the earth,关键词:天问一号 祝融号 多光谱影像 波段运算 颜色特征 岩矿识别,,“祝融号”火星车多光谱相机岩矿类型识别的地面验证研究,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=202107003&flag=1
伊西底斯平原是中国首次火星探测任务“天问一号”的预选着陆区之一，地表广泛发育指纹地形和壁垒撞击坑。壁垒撞击坑具有一层或多层流态化的连续溅射物，一般被认为是地下富含水/冰的地层（以下简称“地下水冰层”）与超高速撞击体作用的产物，是分析火星当前和过去地下水冰层的关键研究对象。基于高分辨率影像，本文采用影像解译、形貌分析、撞击坑统计定年等方法，开展了伊西底斯平原壁垒撞击坑的遥感综合分析。解译发现该平原目前共存在120个壁垒撞击坑，它们的最小直径为1.5 km，连续溅射物平均分布在撞击坑周围约1.3个半径范围之内，且外观不规则程度（弯曲度）高。采用撞击坑直径—频率分布定年方法确定了15个连续溅射物保存完整的壁垒撞击坑的绝对模式年龄（地质年龄），发现它们全部形成于亚马逊纪。根据连续溅射物与指纹地形的空间叠加关系，本文推断构成指纹地形的锥状物形成于2.38—3.24 Ga（早亚马逊纪）。它们更可能是大量岩浆流过湿润或冰冻地面时下覆（融化）水分迅速气化而发生爆裂并冲破岩浆形成的无根锥/伪火山口。根据撞击坑直径和挖掘深度之间的经验关系，本文揭示伊西底斯平原有利于形成壁垒撞击坑的地下水冰层的平均埋藏深度至少稳定保持在1 km，并可能因火星自转倾角周期性变化对气候的影响而发生0.1 km的小幅上升或下降。本文研究成果对于重建伊西底斯平原地下水冰环境演变历史具有重要科学意义，并有望得到中国“天问一号”巡视器和轨道器次表层探测雷达探测结果的验证。,,,Key Words:Mars Isidis Planitia Tianwen-1 rampart craters absolute model ages subsurface ice-rich layer thumbprint terrain,Rampart Craters in the Isidis Planitia， Mars： Remote sensing analysis and environment implications,关键词:火星 伊西底斯平原 天问一号 壁垒撞击坑 绝对模式年龄 地下水冰层 指纹地形,,火星伊西底斯平原的壁垒撞击坑：遥感分析及环境启示意义,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=202107002&flag=1
通过对地观测可在影像空间上全面反映地表地理现象、格局及演化过程，基于遥感数据提取的土地利用与覆盖变化（LUCC）产品为分析地理要素空间分布规律及其变化机制提供全覆盖、定量化和快速更新的本底信息。本文以高分辨率遥感视觉特征（图）与多源多模态观测机理特征（谱）相互耦合的图谱认知理论研究为基础，提出了精细地理图斑空间结构（精）上融合定量指标反演模型（准）的精准LUCC简称P-LUCC（Precision LUCC）的概念，并依据“五土合一”的地理学思想构建了分层感知、时空协同与多粒度决策于一体的P-LUCC遥感信息智能提取与综合地理应用方法，提出并解析了其中视觉感知的深度学习、外部知识逐步融入的迁移学习以及增量式的自组织强化学习等3类机器学习模型的协同计算机制。基于此，进一步设计了“分区控制—分层提取—分级迁移—功能重组”为途径的高分辨率遥感P-LUCC信息产品生产线系统，并以苏州市高新区为应用区域针对土地利用（LU）图斑的形态、类型以及土地覆盖变化（LCC）的指标等内容开展了P-LUCC产品精度、生产效率的综合分析，展望了基于P-LUCC信息产品开展专题应用研究的新思路。,,,Key Words:geo-parcel/TUPU precision LUCC the unity of five land features machine learning intelligent computing spatial optimization,Research on intelligent calculation model and method of precision land use/cover change information driven by high-resolution remote sensing,关键词:地理图斑/图谱 精准LUCC（P-LUCC） 五土合一 机器学习 智能计算 空间优化,,高分遥感驱动的精准土地利用与土地覆盖变化信息智能计算模型与方法研究,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=202107001&flag=1
河流网络是地表水循环的重要组成部分，如何实现河流网络动态监测已成为河流遥感研究的热点。近年来，以PlanetScope为代表的CubeSat小卫星已具备了米级空间分辨率、1 d重访周期的优势，这为河流网络高时空分辨率动态监测提供了可能。本文以青藏高原长江源区的通天河流域（227 km2）为研究区，选取2017-05—2017-10 5期3 m空间分辨率CubeSat遥感影像，增强河流横纵剖面特征自动化提取了河流网络，研究了通天河流域河流网络动态变化，对比分析了3 m CubeSat与30 m Landsat 8、10 m Sentinel-2所提取的河流网络，以及5种现有水体数据集（GRWL，GSW，FROM-GLC 2017，OpenStreetMap，HydroSHEDS）。研究结果表明：（1）研究区内河流网络5月水系密度较低（0.38 km-1），7—8月河流网络进入丰水期，水系密度显著增加至0.61 km-1，9月河流网络进入平水期，水系密度趋于平稳（0.53 km-1），随后迅速退化并于10月开始冻结，水系密度迅速降低至0.37 km-1；（2）采用高空间分辨率CubeSat所提取的河流网络能够识别更多细小河流（河宽3—30 m），CubeSat所提取的河流总长分别为Landsat 8、Sentinel-2所提取河流总长的1.6倍和1.3倍；（3）CubeSat所提取的河流网络水系密度高于现有水体数据集（2.9—12.4倍），弥补了现有水体数据集无法反映细小河流的不足。,,,Key Words:river network remote sensing information extraction dynamic monitoring CubeSat Tibetan Plateau,Tracking dynamic river networks in the Tibetan Plateau with high-resolution CubeSat imagery,关键词:河流网络 遥感信息提取 动态监测 CubeSat 青藏高原,,青藏高原河流网络高分CubeSat遥感监测,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=202110011&flag=1
合成孔径雷达（SAR）因其对地观测全天候、全天时优势，成为多云多雨天气限制下洪水动态监测中不可或缺的数据来源之一。由于GEE（Google Earth Engine）云计算平台的兴起和短重访Sentinel-1数据的可获取性，洪水监测与灾害评估目前正面向动态化、广域化快速发展。顾及洪水淹没区土地覆盖变化的复杂性和发生时间的不确定性，基于时序Sentinel-1A卫星数据提出了针对大尺度范围、连续长期的汛情自动检测及动态监测方法。该方法首先，利用图像二值化分割时序SAR数据实现水体时空分布粗制图，逐像素计算时间序列中被识别为水体候选点的频率。然后，利用Sentinel-2光学影像对精度较粗的初期SAR水体提取结果进行校正，得到精细的水体分布图。最后，针对不同频率区间的淹没特点，采用差异化的时序异常检测策略识别淹没范围：对低频覆水区利用欧氏距离检测时序断点，以提取扰动强度大、淹没时间短的洪涝灾害区；对高频覆水区利用标准分数（Z-Score）检测时序断点，以提取季节性水体覆盖区。在GEE平台上利用该方法，实现了2020-05—10长江中下游地区全域洪水淹没范围时空信息的自动、快速、有效监测，揭示了不同区域汛情发展模式的差异性。本文提出的洪水快速监测方法对大尺度下的汛情动态监测、灾害定量评估和快速预警响应具有重要的现实意义。,,,Key Words:flooding monitoring water mapping SAR time series Google Earth Engine Middle and Lower Reaches of the Yangtze River Region Sentinel-1A,Dynamic monitoring on flooding situation in the Middle and Lower Reaches of the Yangtze River Region using Sentinel-1A time series,关键词:洪水监测 水体提取 时序SAR数据 Google Earth Engine 长江中下游 Sentinel-1A,,时序Sentinel-1A数据支持的长江中下游汛情动态监测,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=202110010&flag=1
准确量化地表太阳辐射量是反射率遥感反演之基础，开展城区表面辐射研究具有重要意义。本文选择天空视域因子（V）表征城区下垫面形态特征，并区分太阳直接辐射、天空漫辐射以及环境辐射的不同影响，构建了城区表面太阳辐射模型USSR（Urban Surface Solar Radiation）；然后，以Landsat 8可见光和近红外波段遥感数据为例，分析了USSR模型对于量化城区表面太阳辐射的应用前景。研究结论为：（1）USSR模型以天空视域因子为核心要素，清楚量化了城区表面各辐射分量，有效模拟了城区表面太阳辐射传输过程，能够较好地表达城区下垫面形态结构对入射辐射的影响；（2）将USSR模型应用于Landsat 8遥感数据可见光和近红外波段时，基于USSR模型估算得到的城区表面太阳辐射，与不考虑下垫面形态特征影响相比，前者可以较好地表达城区下垫面对入射辐射的“截留”作用；（3）USSR模型估算结果与TEB模型相比，二者具有较高的相关性，间接验证了USSR模型的可用性；（4）对USSR模型的V和下垫面反射率两变量进行敏感性分析，显示随着V值的增加，结果呈递增趋势；通常情况下的地表反射参数P设置值，相对于参数V的影响要弱，呈现不敏感性。本文提出的USSR模型可订正城区表面太阳辐射值，从而拓展城市遥感的应用深度和广度。,,,Key Words:solar radiation urban surface morphological characteristics sky view factor underlying surface reflectance,Morphological characteristics and remote sensing application,关键词:太阳辐射 城区表面 形态特征 天空视域因子 下垫面反射率,,顾及城区形态特征的太阳辐射传输模型及其遥感应用,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=202110009&flag=1
作为森林冠层结构的重要组成部分，树冠形状对冠层间隙率与聚集度指数的计算有重要影响。之前的研究通常将树冠假设为圆锥形、圆柱形、圆锥+圆柱形等形状计算了冠层间隙率与聚集度指数。然而，树冠生长受外部环境以及内部顶端优势等因素的影响，相较于上述理想化的树冠形状，半椭球形更符合树冠自然生长规律。事实上，半椭球形是一种十分常见的树冠形状。本文以树冠在空间呈泊松分布为前提，推导出半椭球形树冠的冠层间隙率与聚集度指数计算公式，并进一步扩展到双半椭球形树冠。同时，以半椭球形树冠为计算基准，对比分析了半椭球形树冠与其他树冠形状冠层间隙率与聚集度指数的相对差异。模拟计算中主要输入参数包括树冠密度、树冠高度、树冠半径以及叶面积指数等。最后通过虚拟场景对结果进行验证。结果表明：（1）半椭球形树冠与其他树冠形状的冠层间隙率有较大差异。随着观测天顶角增加，不同树冠形状与半椭球形树冠的冠层间隙率的相对差异也逐渐增大。当观测天顶角为70°时，圆锥形树冠与半椭球形树冠的冠层间隙率相对差异已接近100%。（2）树冠形状对聚集度指数同样有较明显影响。极端情况下，圆锥形树冠与半椭球形树冠的聚集度指数相对差异达到30%。（3）半椭球形树冠与其他树冠形状的半球空间聚集度指数期望值的差异不容忽视。,,,Key Words:remote sensing crown shape semi-ellipsoid-shaped crown double semi-ellipsoid-shaped crown gap fraction clumping index,Influences of semiellipsoid-shaped crown on gap fraction and clumping index,关键词:遥感 树冠形状 半椭球形树冠 双半椭球形树冠 冠层间隙率 聚集度指数,,半椭球形树冠对冠层间隙率与聚集度指数的影响研究,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=202110008&flag=1
