abstract,authors,en_abstract,en_keywords,en_title,keywords,pdf_url,title,url
摘要:借助以地心参考椭球面为边界面的第二大地边值问题的理论，基于Helmert空间的Neumann边值条件，给定Helmert扰动位的椭球解表达式，并详细推导第二类勒让德函数及其导数的递推关系、Helmert扰动位函数的椭球积分解以及类椭球Hotine积分核函数的实用计算公式，便于后续椭球域第二大地边值问题的实际研究。,Keywords:Neumannboundaryproblem/Helmertdisturbingpotential/thesecondkindofassociatedLegendrefunctions/solutionofellipsoidintegral/integralkernelfunctionofHotine,"Abstract:BasedonthetheoryoftheNeumannboundaryvalueproblemofgeodesyonthegeocentricreferenceellipsoidastheboundarysurface.IntheHelmertspace,derivetheellipsoidalseriesexpansionofharmonicfunctionsoutsidethereferentialellipsoidal,therelationshipofsecondkindsofassocia-tedLegendrefunctionsanditsderivativesrecurrenceformula,Helmertdisturbingpotentialanditsintegralkernelfunctionwithellipsoidalharmonicformula,inordertoresearchtheNeumannboundaryvalueproblemofgeodesyintheellipsoidalcoordinates.",,HelmertDisturbingPotentialandItsIntegralKernelFunctionwithEllipsoidalHarmonicFormula,关键词:Neumann边值问题/Helmert扰动位/第二类勒让德函数/椭球积分解/类椭球Hotine积分核函数,,Helmert扰动位及其积分核函数的椭球实用公式,http://ch.whu.edu.cn:80/cn/article/doi/10.13203/j.whugis20180327
摘要:21世纪是数据爆炸增长的时代，面对大数据时代的到来，急需增强地球空间信息学数据处理的时效性与智能化水平。将人工智能应用于地球空间信息学，提升地球空间信息处理的感知认知能力，实现地球空间信息学对所获取的数据快速处理、提取有用信息和驱动相应应用的过程。因此，从地球空间的宏观、中观、微观3个尺度上研究空间大数据与人工智能的集成，分别提出对地观测脑、智慧城市脑和智能手机脑3个高度智能化系统的概念。详细介绍了对地观测脑、智慧城市脑和智能手机脑3个智能化系统的概念及需要解决的关键技术，并举例说明了对地观测脑、智慧城市脑和智能手机脑初级阶段感知、认知及驱动应用的过程。不久的将来，对地观测脑、智慧城市脑和智能手机脑可以回答何时（when）、何地（where）、何目标（whatobject）发生了何种变化（whatchange），并在正确的时间（righttime）和正确的地点（rightplace）把正确的数据、信息、知识（rightdata/information/knowledge）推送给需要的人（rightperson），实现4W信息实时推送给4R用户的地球空间信息服务的最高标准。,Keywords:earthobservationbrain/smartcitybrain/smartphonebrain/geo-spatialbigdata/artificialintelligence/geospatialinformationintelligentservice,"Abstract:21stcenturyistheageofdataexplosiongrowth.Intheeraofbigdata,itisurgenttoenhancethetimelinessandintelligencelevelofthegeo-spatialinformationscience.Artificialintelligenceisappliedtogeo-spatialinformationscience,enhancingtheperceptionandcognitionabilityofgeospatialinformationprocessing,andrealizingthethreeprocessesofperception,cognitionandactionofgeo-spatialinformationscience.Throughtheintegrationofgeo-spatialbigdataandAI(artificialintelligence),themacro,mesoandmicroscaleoftheearthspace,earthobservationbrain(EOB),smartcitybrain(SCB)andsmartphonebrain(SPB)areproposed.EOB,SCBandSPBarehighlyintelligentsystemsinthegeo-spatialinformationscience.TheconceptmodelandthekeytechnologiesneededtobesolvedofEOB,SCBandSPBareintroducedindetail,andanexampleisgiventoillustratetheprocessofperception,cognitionandactiveintheprimarystageoftheEOB,SCBandSPB.Infuture,EOB,SCBandSPBcanobservewhen,where,whatobject,whatchangetopushtheserightinformationtorightpersonattherighttimeandrightplace.",,BrainCognitionandSpatialCognition:OnIntegrationofGeo-spatialBigDataandArtificialIntelligence,关键词:对地观测脑/智慧城市脑/智能手机脑/空间大数据/人工智能/地球空间信息智能服务,,脑认知与空间认知——论空间大数据与人工智能的集成,http://ch.whu.edu.cn:80/cn/article/doi/10.13203/j.whugis20180411
摘要:道路网元胞的组成及其配置构成了特定的网络景观，受启发于元胞和景观格局中斑块的相似性，借鉴景观格局分析中的景观指数分析法，提出了一种城市道路网元胞模式分析的新方法——网络景观指数分析法。该方法基于道路类型生成不同类别的元胞，计算网络景观指数，并通过相关分析与因子分析挖掘主要因子，进而解释主要因子及代表指数在道路网模式分析中的含义。应用该方法计算了中国34个城市街道网络的24个指标，发现了4个主要因子：元胞的空间分布与多样性、元胞最大尺寸与延展性差异、元胞平均延展性和元胞平均尺寸与形状复杂度。反映到道路网中，描述了道路的集聚与分散特征、道路类型的多样性、道路网的规则程度等特征。,Keywords:urbanstreetnetworks/patternanalysis/cell/network-scape,"Abstract:Thenetworkscompositionandconfigurationofthedifferenttypesofcellsinstreetnetworksconstitutespecificnetwork-scapes.Inspiredbythesimilaritybetweencellinroadnetworkandpatchinlandscapeecology,thispaperreferenceslandscapemetricsinlandscapepatternanalysis,andproposesanewapproachforstreetnetworkspatternanalysis-network-scapemetricanalysis.Theprocedureoftheapproachistobuildcellsandassignthetypesbasedontypesofenclosingroads,andthenthemetricsofnetwork-scapewerecomputed.Anexploratoryanalysiswasperformed,inwhichacorrelationanalysisandfactoranalysisarecombined.Weexplainedthemeaningsofmainfactorsandrepresentativemetricsinthefieldofstreetnetworksanalysis.Throughthisapproach,24metricswerecomputedfor34Chineseurbanstreetnetworks,andfourmainfactorswerefound,whicharelabeled:spatialdistributionanddiversity,maximumsizeandelongationvariation,averageelongation,andaveragesizeandshapecomplexity.Thesefactorscanreflectcharac-teristicsofstreetnetworks,includingclusteringanddispersion,typedisversity,andshaperegularity.",,Network-ScapeMetricAnalysisforCelluarPatternAnalysisinUrbanStreetNetworks,关键词:城市道路网/模式分析/元胞/网络景观,,城市道路网元胞模式分析的网络景观指数分析法,http://ch.whu.edu.cn:80/cn/article/doi/10.13203/j.whugis20150640
摘要:为解决虚拟地理环境缺乏有效组织、规划、管理群体协同的问题，研究并构建角色模型及角色支持下的虚拟地理环境群体协同方法。构建了包含角色扮演、角色权限、角色感知、角色思维、角色行为和角色表达等模块的角色模型，设计了基于角色的虚拟地理环境群体协同框架，提出了多角色群体协同规划方法，建立了角色支撑下的群体协同冲突检测与消除策略。针对人类活动与全球变化相互影响问题，构建多领域人员参与下虚拟地理环境群体协同模拟与评估原型系统。经系统测试发现，通过角色模型能够较好地实现协同参与者与虚拟地理环境之间的耦合，同时能够为虚拟地理环境的群体协同提供系统性方法支撑。,Keywords:rolemodel/virtualgeographicenvironments/groupcollaboration/conflictdetection/conflictsolving,"Abstract:Geo-collaborationisatypicalfeatureofvirtualgeographicenvironments(VGEs),butthereisnotasystemicmethodtobridgethegapbetweenparticipantsandVGEsplatformfordesign,managementandimplementgroupcollaborationwithVGEs.Thispaperpresentsanovelmethodbasedonanewconstructedrolemodel.Therolemodelhassixcomponentswhichareroleplaying,roleauthority,roleawareness,rolethinking,rolebehaviors,androlerepresentation.Basedontherolemodel,geo-collaborationmethodologyispresentedformmulti-aspectsincludingathree-tierarchitecturedesigned,geo-collaborationplan,conflictdetectionandsolving.Basedonaboveachievements,aprototypeisbuildwhichisacasetosimulateinteractionbetweenhumanbehaviorsandglobalchangebyintegratingtherolemodelandcollaborativevirtualgeographicenvironment.Theresultshowsthattherolemodelbasedgeo-collaborationforVGEsisreasonable,whichisvaluableforfurtherresearchoncollaborativelydealingwithcomplexgeo-phenomenaandgeo-processeswithVGEs.",,RoleModel-basedGeo-CollaborationofVirtualGeographicEnvironments,关键词:角色模型/虚拟地理环境/群体协同/冲突检测/冲突消除,,使用角色构建虚拟地理环境群体协同方法,http://ch.whu.edu.cn:80/cn/article/doi/10.13203/j.whugis20160499
摘要:针对采用传统土地利用回归（landuseregression，LUR）模型进行大气污染物浓度模拟时预测变量信息损失的缺陷，将主成分分析（principlecomponentanalysis，PCA）与逐步多元线性回归（stepwisemultiplelineregression，SMLR）相结合，提出了一种改进的LUR（PCA+SMLR）模型模拟大区域PM2.5浓度空间分布的方法。首先采用相关分析筛选与PM2.5显著相关的预测变量，然后对筛选出的预测变量进行主成分变换（PCA），最后保留所有主成分变量进行SMLR建立回归模型模拟PM2.5浓度。并以京津冀为研究区域进行实验验证，对PCR、SMLR、PCA+SMLR这3种模型的实验结果进行对比分析，结果表明，PCA+SMLR模型可提高预测变量对回归模型的贡献度，调整后R2达0.883，并且其精度检验指标及制图效果皆优于传统的LUR模型，证明了该模型可有效提高PM2.5浓度的模拟精度，对PM2.5区域联防联控具有指导意义。,Keywords:PM2.5/PCA/SMLR/contribution/spatialdistribution,"Abstract:Thereexiststheshortageoftraditionallanduseregression(LUR)modelinlosinginformationofpredictorvariableswhensimulatingtheairpollutantconcentration.Animprovedmodelwhichcombinedprincipalcomponentregression(PCR)andstepwisemultiplelineregression(SMLR)-LUR(PCA+SMLR)wasdevelopedtosimulatethespatialdistributionofPM2.5inlargearea.Firstly,thecorrelationanalysiswasconductedtoscreenouteffectivepredictorvariables.Secondly,principalcomponentanalysis(PCA)wasemployedtotransformeffectivepredictorvariablestoprinciplecomponents.Finally,allprincipalcomponentswereusedtoconductSMLRtosimulatethespatialdistributionofPM2.5.Meanwhile,thereliabilityoftheimprovedmodelwastestedinBeijing-Tianjin-Hebeiurbanagglomeration.Experimentalresultsofthreemodels(PCR,SMLRandPCA+SMLR)werecomparedandanalyzed.TheresultsindicatedthatthePCA+SMLRmodelhasanadjustedR2of0.883byimprovingthecontributionofthepredictorvariables.Besides,itisbetterthanthetraditionalmo-delforaccuracyindexandthemappingresults.Therefore,itcanbeconcludedthatthePCA+SMLRisapromisingPM2.5modelingmethodandcouldbeveryuse-fulforairpollutionmapping.",,AnImprovedLUR-basedSpatialDistributionSimulationfortheLargeAreaPM2.5Concentration,关键词:PM2.5/PCA/SMLR/贡献度/空间分布,,基于改进LUR模型的大区域PM2.5浓度空间分布模拟,http://ch.whu.edu.cn:80/cn/article/doi/10.13203/j.whugis20170042
摘要:选取关中平原2008-2016年的条件植被温度指数（vegetationtemperatureconditionindex，VTCI）遥感干旱监测结果，基于最优的干旱影响评估方法确定冬小麦各生育时期干旱对其单产的影响权重，构建县域尺度加权VTCI与小麦单产间的一元线性回归模型，并结合求和自回归移动平均模型（autoregressiveintegratedmovingaverage，ARIMA）对各县（区）的冬小麦单产进行估测及向前一、二、三旬的预测。结果表明，基于改进的层次分析法与熵值法的最优组合赋权法对冬小麦各生育时期的权重确定较合理，以拔节期（0.489）最大，抽穗-灌浆期（0.427）次之，返青期（0.035）与乳熟期（0.049）较小；加权VTCI与小麦单产之间的相关性显著，单产估测精度较高；向前一、二、三旬的单产预测精度均较高，且以向前一旬的预测精度最高，有76.9%的相对误差小于2.0%，71.6%的均方根误差小于75.0kg/hm2。,Keywords:vegetationtemperatureconditionindex/autoregressiveintegratedmovingaveragemodel/countyscale/wheatyield/forecastingaccuracy,"Abstract:Selectingthedroughtmonitoringresultsofremotelysensedvegetationtemperatureconditionindex(VTCI)forwinterwheatattheten-dayintervalsfrom2008to2016intheGuanzhongPlain,theweightsofdroughtimpactonwheatyieldsatthe4maingrowthstagesweredeterminedbyapplyingthebestweightingmethod.LinearregressionanalysiswasemployedtostudythecorrelationbetweentheweightedVTCIsandwheatyieldsofcounties,andtheyieldpredictionwascarriedoutat1-,2-and3-tendayintervalsbetween2008and2016byusingthemonitoredVTCIsandforecastedonesbytheautoregressiveintegratedmovingaveragemodels.Theresultsshowthattheweightsofdroughtimpactonwheatyieldsattheturninggreenstage,theelongationstage,theheading-fillingstageandthedoughstageare0.035,0.489,0.427and0.049respectivelybasedonthebestcombinationweightingapproachoftheimprovedanalytichierarchymethodandtheentropymethod.ThereisasignificantcorrelationbetweentheweightedVTCIsandtheground-measuredyieldspublishedintherelatedstatisticalyearbooks,indicatingtheaccuracyoftheestimatedyieldsishigh.Theforecastedyieldaccuraciesarequitehighanddecreasedwiththeincreaseoftheforecastingintervals.",,WheatYieldForecastingatCountyScaleBasedonTimeSeriesVegetationTemperatureConditionIndex,关键词:条件植被温度指数/求和自回归移动平均模型/县域尺度/冬小麦单产/预测精度,,应用条件植被温度指数预测县域尺度小麦单产,http://ch.whu.edu.cn:80/cn/article/doi/10.13203/j.whugis20160391
摘要:叶片光谱是估算植被生化参数的重要依据。然而，遥感影像获取的光谱为像元及冠层光谱，因此，在进行植被生化参数的遥感定量估算时，需将冠层光谱转化到叶片尺度。根据几何光学模型原理，推导出植被冠层光谱和叶片光谱的尺度转换函数，将冠层光谱转换到叶片尺度。首先，采用叶片光谱模拟模型PROSPECT模拟出叶片水平的光谱；其次，在几何光学模型4-scale模型中，通过改变叶片光谱和叶面积指数（leafareaindex，LAI），模拟出不同叶片特征下的冠层光谱。最后，通过LAI建立两个查找表，一个是传感器观测到树冠光照面和背景光照面概率的查找表，另一个是多次散射因子M的查找表，从而实现冠层光谱和叶片光谱的转化。结果表明，利用4-scale模型能实现冠层光谱与叶片光谱的尺度转换，此方法有很好的适用性。,Keywords:hyperspectralremotesensing/PROSPECTmodel/4-scalemodel/leafareaindex(LAI),"Abstract:Leafspectrumisveryimportanttoestimatevegetationbiochemicalparameters.However,thespectrumobtainedfromremotesensingispixelandcanopyspectrum,therefore,itisnecessarytotransformthespectrumfromcanopyleveltoleaflevelwhenestimatingleafbiochemicalparametersbyremotesensingdata.Thescalingconversionfunctionduringdownscalesfrompixelspectra,canopyspectratoleafspectrawasderivedaccordingtoprinciplesofgeometricalopticsmodelinthispaper.First,PROSPECTmodelwasusedtosimulateleafspectra.Then,withtheotherparametersunchanged,thecanopyspectrawassimulatedunderdifferentleafareaindex(LAI)andleafspectraby4-scalemodel,andtherelationshipbetweenleafreflectanceandsunlitcanopyreflectancewasfound.Finally,twolookupingtableswereestablishedbasedonLAItoachievetransformationfromcanopyspectratoleafspectra.Oneisusedtodescribetherelationsbetweentheprobabilityofobservedsunlitcanopyandobservedilluminatingbackground.Theotherisforscatteringfactorcalculation.Theresultindicatesthatleafspectracanbewellconvertedfromcanopyspectrausing4-scalemodel.Theproposedmethodisveryeffectiveanduseful.",,ScaleConversionfromCanopySpectratoLeafSpectra,关键词:高光谱遥感/PROSPECT模型/4-scale模型/叶面积指数LAI,,植被冠层光谱和叶片光谱的尺度转换,http://ch.whu.edu.cn:80/cn/article/doi/10.13203/j.whugis20160552
摘要:以地形地貌特征复杂、观测站点分布稀疏不均匀的四川省为研究区，引入地形因子（坡度和坡向）和植被指数，采用顾及空间关系非平稳性的（混合）地理加权回归克里格模型（（mixed）geographicallyweightedregressionKriging，（m）GWRK）进行月尺度平均气温插值方法及精度分析研究。针对不同季节和不同地区，将（m）GWRK插值结果与基于全局回归的回归克里格（regressionKriging，RK）插值结果进行对比。结果表明，RK、GWRK、mGWRK回归关系的决定系数R2分别为0.795、0.922、0.911，均方根误差分别为0.83℃、0.64℃、0.55℃，表明GWRK、mGWRK对目标变量的解释能力以及插值精度都优于RK；GWRK、mGWRK相对于RK对月平均气温插值的改进具有季节与地区差异，冬半年的改进大于夏半年，在地形地貌变化大的地区改进大于地形地貌变化小的地区。,Keywords:monthlyaveragetemperature/temperatureinterpolation/(mixed)geographicallyweightedregressionKriging((m)GWRK)/locallinearregression,"Abstract:BasedonthecomplextopographicalfeaturesandsparseunevenobservationsitesinSichuanProvince,terrainfactors(slopeandaspect)andvegetationindexwereintroducedinthispaper.Themethodof(mixed)geographicallyweightedregressionkriging((m)GWRK)whichtookintoaccountthenon-stationaryofspatialrelationshipwasadoptedtostudytheinterpolationmethodofmonthlymeantemperatureandtheprecisionanalysisoftheestimationresults.Indifferentseasonsanddifferentregions,theestimationresultsof(m)GWRKandregressionKriging(RK)basedonglobalregressionwerecompared.Theresultsindicatethatthecoefficientofdetermination(R2)ofregressionrelationshipofRK,GWRKandmGWRKare0.795,0.922and0.911,respectively,androotmeansquareerrorofthesethreemethodsare0.83℃,0.64℃,0.55℃,respectively.Thisimplies(m)GWRKisbetterthanRKinabilitytointerpretthetargetvariableandestimationaccuracy.ComparedwithRK,theimprovementsof(m)GWRKonestimatingmonthlyaveragetemperaturehavethecharacteristicsofseasonalandregionaldifferences.Theimprovementismoresignificantinwinterhalfyearthaninsummerhalfyear.AndinnorthwestandsouthwestSichuan,wheretopographychangesacutely,theimprovementisgreaterthaninbasinwheretopographychangesgently.",,InterpolationofMonthlyAverageTemperaturebyUsing(Mixed)GeographicallyWeightedRegressionKrigingintheComplexTerrainRegion,关键词:月平均气温/气温插值/(混合)地理加权回归克里格/局部线性回归,,复杂地形地区月平均气温(混合)地理加权回归克里格插值,http://ch.whu.edu.cn:80/cn/article/doi/10.13203/j.whugis20160433
摘要:基于双天线全球导航卫星系统反射技术（globalnavigationsatellitesystemreflectometry，GNSS-R），建立了两个修正地表粗糙度影响的土壤湿度反演模型——解析模型和人工神经网络模型，并以GPSL1C/A码为例建立了GNSS-R土壤湿度仿真平台，仿真分析了地表粗糙度对两个模型反演精确度的影响。结果表明，当地表均方根高度大于0.010m时，必须对解析模型进行粗糙度修正。粗糙度影响修正结果显示，小粗糙度情况下修正的解析模型取得了良好的结果，但对于大粗糙度有一定局限性。在均方根高度大于0.025m时，进行土壤粗糙度修正前，人工神经网络模型精度比解析模型提高了36.83%~72.36%。进行修正后，人工神经网络模型的精度比解析模型提高了42.86%~54.40%。人工神经网络模型在修正前后取得了相近的精度，无修正的人工神经网络模型精度比有修正的解析模型精度仍提高了35.83%~53.48%。,Keywords:GNSS-R/dualantenna/soilmoisture/soilroughness/artificialneuralnetwork,"Abstract:ThispaperpresentstwodualantennaGNSS-R(globalnavigationsatellitesystemreflectometry)soilmoistureretrievalmodelswithsoilroughnesscompensation-ananalyticmodelandanartificialneuralnetwork(ANN)model.ThenasimulatorforGNSS-RsoilmoistureretrievalisbuiltinconsiderationofGPSL1C/Acodemodulation.Afterthattheimpactofsoilroughnessiselaborated.ThesimulationresultsshowthattheroughnesscompensationisnecessaryfortheanalyticmodelwhentheRMSH(rootmeansquarehigh)islargerthan0.010m.Theroughnesscompensationworkswellforsmallroughness,buttherearesomelimitationsforlargeroughness.UnderthesituationwhereRMSHisgreaterthan0.025m,theaccuracyofANNmodelis36.83%-72.36%higherthantheanalyticmodelwithoutroughnesscompensation,andtheaccuracyofANNmodelis42.86%-54.40%higherthantheanalyticmodelwithroughnesscompensation.TheANNmodelachievessimilaraccuracyregardlessofroughnesscompensation,andtheaccuracyofANNmodelwithoutcompensationisstill35.83%-53.48%higherthantheanalyticmodelwithcompensation.",,SimulationofSoilRoughnessImpactinGNSS-RSoilMoistureRetrieval,关键词:GNSS-R/双天线/土壤湿度/土壤粗糙度/人工神经网络,,地表粗糙度影响下的GNSS-R土壤湿度反演仿真分析,http://ch.whu.edu.cn:80/cn/article/doi/10.13203/j.whugis20160557
摘要:局部空间同位模式挖掘旨在揭示多类地理事件在异质环境下的共生共存规律。已有的方法一方面需要模式筛选的频繁度阈值参数，另一方面需要区域探测的划分参数或聚类参数，参数的不合理设置会导致挖掘结果不可靠甚至出现错误。因此，提出了一种显著局部空间同位模式自动探测方法。首先，基于空间统计思想，采用非参数模式重建方法对空间同位模式进行显著性判别，将全局非显著空间同位模式作为进一步局部探测的候选模式；然后，借助自适应空间聚类方法提取每个候选模式的热点区域；最后，通过不断生长并测试每个热点区域，界定显著局部空间同位模式的有效边界，即空间影响域。通过实验与比较发现，该方法能够客观且有效判别空间同位模式的显著性，并且自适应地提取局部同位模式的空间分布结构，降低了现有方法参数设置的主观性。,Keywords:spatialheterogeneity/regionalspatialcolocationpatterns/nonparametrictest/patternreconstruction/adaptivespatialclustering,"Abstract:Discoveryofregionalspatialcolocationpatternsfacilitiesunderstandingofthespatialdependencyofdifferentspatialfeaturesattheregionalscale.However,twochallengesremain:①appropriatethresholdsforprevalencemeasuresaredifficulttospecifywithoutpriorknowledge;and②naturallocalitiesofregionalspatialcolocationpatternswithdifferentdensitiesandshapescanhardlybeautomaticallydetected.Onthataccount,anautomaticmethodfordiscoveringsignificantregionalspatialcolocationpatternsisproposedinthispaper.First,anonparametricstatisticalmodelisdevelopedtotestforsignificanceofspatialcolocationpatterns.Then,anadaptivespatialclusteringmethodismodifiedtodetecthotspotsofeachcandidateregionalspatialcolocationpatternthatisnotidentifiedasastatisticallysignificantspatialcolocationpatternattheglobalscale.Atlast,allhotspotsareiterativelyexpandeduntilnolargerstatisticallysignificantlocalitiescanbedetected.Comparisonbetweenthisautomaticmethodandanexistingmethodiscarriedoutwithbothsimulatedandecologicaldatasets.Experimentsshowthattheregionalspatialcolocationpatternscanbeeffectivelydetectedwithlesssubjectivityandpriorknowledgebythisautomaticmethod.",,AnAutomaticMethodforDiscoveringSignificantRegionalSpatialColocationPatterns,关键词:空间异质性/局部空间同位模式/非参数检验/模式重建/自适应空间聚类,,显著局部空间同位模式自动探测方法,http://ch.whu.edu.cn:80/cn/article/doi/10.13203/j.whugis20170008
摘要:针对雷达差分干涉测量技术（differentialinterferometrysyntheticapertureradar，DInSAR）易受时空失相关、大气相位延迟等因素的影响，采用小基线集技术（smallbaselinesubset，SBAS）对13景TerraSAR-X数据进行时序处理，估算并去除了残余数字高程模型误差、大气延迟误差和轨道误差，分析了研究区域2012-2013年沉降速率，发现2310和1301两工作面最大下沉速率分别为40mm/a和50mm/a；分析时序累计沉降值发现，2306、2308、2310这3个工作面在2012年11月15日之前地面沉降并不明显；在2310和1301工作面分别提取3个失相干现象表现较为缓慢的候选点进行时序分析，发现沉降值和时间成线性变化关系，且开采时间越早，其沉降特性越符合线性变化；将SBAS和DInSAR两种方法获得的累计沉降值进行差值分析，发现两种方法的差值在5mm以内；在2310工作面走向方向和倾向方向选取若干观测点，并提取各观测点的时序沉降值对工作面时序沉降进行量化分析，实验表明SBAS-InSAR技术在矿区地表沉降监测与分析方面具有良好的应用前景。,Keywords:DInSARtechnology/SBAS-InSARtechnology/coalminearea/timinganalysis/subsi-dencemonitoring,"Abstract:DInSARtechniqueiseasilyinfluencedbydecorrelationoftimeandspaceandatmospheredelay,SBAS(smallbaselinesubsettechnique)wasappliedtoprocess13sceneofTerraSAR-Xdata.TheresidualDEMerror,atmosphericdelayerrorandorbiterrorareestimatedandremoved.Themaximumsubsidenceratesof2310and1301workingfaceswere40mm/aand50mm/arespectivelybyanalyzingthesubsidencerateofthecoalmineareafrom2012to2013.Itfoundthatthelandsubsidenceof2306,2308,2310workingfacesisnotobviousbeforeNovember15,2012byanalyzingthetimingcumulativesubsidencemap.Threecandidatepointsofslowlydecorrelationfilterphaseinthe2310andthe1301workingfaceswereextractedrespectivelytobeanalyzedandwefoundthattherelationshipbetweensedimentationvalueandtimewaslinear,moreover,theearliertheminingtimewas,themorethelinearvariationofthesedimentationcharacteristicswas.CumulativesettlementvaluesobtainedbytheSBASandDInSARwerecomparedandanalyzedandturnedoutthatthedifferencebetweenthetwomethodswaslessthan5mm.Thetimesequencesubsidencesofseveralpointsinthetrendingandorientationof2310workingfacewereselectedandextracted,thesurfacesubsidenceofstudyareaindifferenttimeperiodwasquantitativeanalysisbyanalyzingthedisplacementsofthesepoints.ExperimentsshowthatSBAS-InSARtechnologyhasagoodapplicationprospectinthemonitoringandanalysisofsurfacesubsidenceinminingarea.",,MonitoringandAnalysisofSurfaceSubsidenceinMiningAreaBasedonSBAS-InSAR,关键词:DInSAR技术/SBAS-InSAR技术/煤矿地区/时序分析/形变监测,,基于SBAS-InSAR的矿区地表沉降监测与分析,http://ch.whu.edu.cn:80/cn/article/doi/10.13203/j.whugis20160566
摘要:误差向量的方差-协方差阵是一般对称正定矩阵下的附不等式约束加权整体最小二乘平差模型，研究了其参数估计和精度评定问题。首先，将残差平方和极小化函数在整体最小二乘准则下转化为只包含模型参数的目标函数，同时将所有的不等式约束表示成一个等价的凝聚约束函数，并运用乘子罚函数策略将不等式约束加权整体最小二乘平差问题转化为相应的无约束最优化问题，并用BFGS方法求解。然后，将误差方程和约束函数线性展开，推导了最优解和观测量间的近似线性函数关系，运用方差-协方差传播律得到了最优解的近似方差。最后，用数值实例验证了方法的有效性和可行性。,Keywords:inequalityconstraints/weightedtotalleastsquares/aggregateconstraints/nonlinearpro-gramming/accuracyassessment,"Abstract:Whenthevariance-covariancematrixoftheerrorisfairlysymmetricandpositivelydefinite,parameterestimationandaccuracyassessmentofweightedtotalleastsquaresadjustmentwithinequalityconstraints(ICWTLS)areinvestigatedinthispaper.First,theproblemofminimizingtheresidualsumofsquaresareconvertedtoanoptimizationproblemwithonlythemodelparametersunderthetotalleastsquares,andalltheinequalityconstraintsaretransformedintoanequivalentaggregateconstraint.Accordingly,theICWTLSproblemisconvertedtounconstrainedoptimizationproblembyapenaltyfunctionapproachandisthensolvedbyBFGSoptimizationmethod.Then,theobservationequationandconstraintsfunctionareexpandedtothefirstorderTaylorseriesandthelinearapproximationbetweenthesolutionandobservationsisderivedaswellastheapproximatedispersionmatrixofthesolutionunderthevariancepropagationlaw.Finally,anumericalsimulationisgiventoindicatethevalidityandfeasibilityofthismethod.",,AnAggregateFunctionMethodforWeightedTotalLeastSquareswithInequalityConstraints,关键词:不等式约束/加权整体最小二乘/凝聚约束/非线性规划/精度评定,,不等式约束加权整体最小二乘的凝聚函数法,http://ch.whu.edu.cn:80/cn/article/doi/10.13203/j.whugis20160507
摘要:在利用函数映射计算模型间对应关系时，提出了一种校准三维几何模型之间基矩阵的新方法，将模型间对应关系的构建转化为由模型特征函数构建的基矩阵之间的校准运算。首先计算三维模型的Laplace算子，获得模型的特征值和特征向量，并利用所得到的特征向量构建基矩阵；其次，提出了协方差的最小值校准算法，以计算模型基矩阵之间的校准矩阵S，并用矩阵S对两个模型的函数基进行校准；最后，计算校准模型所有点的高斯曲率来采样源模型尖端特征点，并在校准后的目标模型上遍历所有点，以寻求最优对应点来构建等距变换（或近似等距变换）的三维模型间的对应关系。通过计算采样点与最优对应点的测地错误，以衡量所提算法的匹配准确率。实验结果表明，与已有算法相比，本算法可以较为准确地构建两个或多个模型间的对应关系，同时也克服了模型自身对称性影响对应关系计算的问题。,Keywords:functionalmaps/shapecorrespondence/Laplaceoperator/calibration/geodesicerror,"Abstract:Anewalgorithmisproposedtocalibratethebasematrixbetween3Dgeometricshapesforcalculatingcorrespondencesusingfunctionalmaps,inwhichshapecorrespondencescanberepresentedasthecalibrationoperationbetweenthebasematricesconstructedbytheshapeeigenfunctions.First,theLaplaceoperatorsof3Dshapesarecalculatedtoobtaineigenvectorsandeigenvalues,andthebasismatrixisconstructedusingtheeigenvectors.Second,acalibrationalgorithmbasedoncovariancemini-mumisproposedtocalculateacalibrationmatrixSbetweenshapes,andusedtocalibratethebasismatricesoffunctionspaceofthetwogivenshapes.Third,theGausscurvatureofallpointsofthesourceshapeiscalculatedtosamplesomefeaturepoints,andtraversesallpointsonthecalibratedtargetmodelinordertofindtheoptimalcorrespondingpointstoconstructthecorrespondencebetween3Dshapeswithisometrictransformation(orapproximateisometrictransformation).Finally,thematchingaccuracyoftheproposedalgorithmismeasuredbycalculatingthegeodesicerrorbetweenthesamplingpointsandtheoptimalpoints.Experimentresultsshowthatouralgorithmisbetterthanexistingmethodsforestablishinganaccuratecorrespondencebetweentwoormoreshapes,moreover,itsignificantlysolvessymmetryambiguitiesproblemwhichinfluencecalculationofshapecorrespondence.",,AnAlgorithmforCalculatingShapeCorrespondencesUsingFunctionalMapsbyCalibratingBaseMatrixof3DShapes,关键词:函数映射/对应关系/Laplace算子/校准/测地错误,,校准三维模型基矩阵的函数映射的对应关系计算,http://ch.whu.edu.cn:80/cn/article/doi/10.13203/j.whugis20160493
